,village,school,num_students
5651,Trnava,"EP ako súčasť ZŠ s MŠ - Trnava, Murgašova",60.0
5652,Trnava,"ZŠ pre žiakov s narušen - Trnava, Beethovenova",5.0
5653,Trnava,"Gym. - Trnava, J.Bottu",225.0
5654,Trnava,"EP ako súč. Cirk. MŠ - Trnava,  Terézie Vansovej",
5655,Trnavá Hora,"Materská škola - Trnavá Hora, Okružná c.",42.0
5656,Trnavá Hora,"ZŠ - Trnavá Hora, Školská",137.0
5657,Trnávka,Materská škola s VJM - Trnávka,20.0
5658,Trnávka,Materská škola s VJM - Trnávka,20.0
5659,Trnávka,Materská škola s VJM - Trnávka,20.0
5660,Tŕnie,Materská škola - Tŕnie,15.0
5661,Trnovec nad Váhom,ZŠ s MŠ - Trnovec n.V.,162.0
5662,Trnovec nad Váhom,EP Materská šk. pri ZŠ - Trnovec n.V.,69.0
5663,Tročany,Materská škola - Tročany,7.0
5664,Tročany,ZŠ - Tročany,3.0
5665,Trstená,"EP pri Základnej škole - Trstená, Čsl.armády",
5666,Trstená,"ZŠ - Trstená, Hviezdoslavova",524.0
5667,Trstená,"ZŠ s MŠ R. Dilonga - Trstená, Hviezdoslavova",230.0
5668,Trstená,"Materská škola pri ZŠ - Trstená, Hviezdoslavova",87.0
5669,Trstená,"EP pri Základnej škole - Trstená, Hviezdoslavova",
5670,Trstená,"Materská škola - Trstená, Oslobodenia",212.0
5671,Trstená,"EP pri Materskej škole - Trstená, Puškinova",
5672,Trstená,"ZŠ s MŠ pri ZZ pri Sši - Trstená,  mieru",12.0
5673,Trstená,"EP pri Materskej škole - Trstená, Západ",
5674,Trstená,"EP pri Základnej škole - Trstená, Západ",
5675,Trstená,"Gym. M. Hattalu - Trstená, Železničiarov",577.0
5676,Trstená,"EP pri ZŠ s MŠ - MŠ - Trstená, M.R.Štefánika",
5677,Trstená na Ostrove,Materská škola s VJM - Trstená na.O.,12.0
5678,Trstené pri Hornáde,"Materská škola - Trstené pri Hornáde, Školská",52.0
5679,Trstené pri Hornáde,"ZŠ - Trstené pri Hornáde, Školská",116.0
5680,Trstice,EP ako súčasť ZŠ s MŠ - Trstice,42.0
5681,Trstice,EP ako súčasť ZŠ s MŠ s - Trstice,68.0
5682,Trstice,"ZŠ s MŠ s VJM - Trstice, Školská",217.0
5683,Trstice,"ZŠ s MŠ - Trstice, Školská",112.0
5684,Trstín,OU pri RC - Trstín,27.0
5685,Trstín,Špec. ZŠ pri RC - Trstín,27.0
5686,Trstín,MŠ pri ZŠ - Trstín,61.0
5687,Trstín,ZŠ s MŠ - Trstín,258.0
5688,Tuhrina,EP ZŠ s MŠ (MŠ) - Tuhrina,23.0
5689,Tuhrina,ZŠ s MŠ - Tuhrina,175.0
5690,Tuhrina,EP - ZŠ s MŠ - Tuhrina,
5691,Tuhrina,EP - S PŠ - Tuhrina,
5692,Tuchyňa,Materská škola - Tuchyňa,20.0
5693,Tuchyňa,ZŠ - Tuchyňa,24.0
5694,Tulčík,ZŠ s MŠ - Tulčík,111.0
5695,Tulčík,EP ZŠ s MŠ (MŠ) - Tulčík,35.0
5696,Tupá,Materská škola - Tupá,24.0
5697,Turany,"ZŠ - Turany, Komenského",302.0
5698,Turany,"Materská škola - Turany, Krížna",69.0
5699,Turany,"Materská škola - Turany, Obchodná",58.0
5700,Turany nad Ondavou,Materská škola - Turany nad Ondavou,13.0
5701,Turcovce,Materská škola - Turcovce,10.0
5702,Turček,Materská škola - Turček,21.0
5703,Turčianska Štiavnička,"Materská škola pri ZŠ - Turčianska Štiavnička,  čsl.armády",29.0
5704,Turčianska Štiavnička,"ZŠ s MŠ - Turčianska Štiavnička,  čsl.armády",36.0
5705,Turčianske Jaseno,Materská škola - Turč.Jaseno,24.0
5706,Turčianske Kľačany,ZŠ - Turč.Kľačany,45.0
5707,Turčianske Teplice,"Materská škola pri SŠ - Turč.Teplice, Horné Rakovce",64.0
5708,Turčianske Teplice,"ZŠ s MŠ pri SŠ - Turč.Teplice, Horné Rakovce",92.0
5709,Turčianske Teplice,"Gym. pri SŠ - Turč.Teplice, Horné Rakovce",126.0
5710,Turčianske Teplice,"EP pri ZŠ s MŠ-MŠ - Turč.Teplice, SNP",40.0
5711,Turčianske Teplice,"SOŠ pedagogická - Turč.Teplice, SNP",337.0
5712,Turčianske Teplice,"EP pri ZŠ s MŠ-MŠ - Turč.Teplice, Školská",54.0
5713,Turčianske Teplice,"ZŠ s MŠ - Turč.Teplice, Školská",480.0
5714,Turčianske Teplice,"EP pri ZŠ s MŠ-MŠ - Turč.Teplice, Žarnovická",43.0
5715,Turčianske Teplice,"ZŠ s MŠ - Turč.Teplice, Žarnovická",69.0
5716,Turčianske Teplice,"EP pri ZŠ s MŠ pri ZZ - Turč.Teplice, Kollárova",
5717,Tureň,ZŠ - Tureň,33.0
5718,Tureň,Materská škola - Tureň,47.0
5719,Turie,"ZŠ - Turie, Školská",169.0
5720,Turie,Materská škola - Turie,58.0
5721,Turňa nad Bodvou,"ZŠ - Turňa n.B., Školská ",211.0
5722,Turňa nad Bodvou,"Materská škola - Turňa n.B., Župná c.",56.0
5723,Turňa nad Bodvou,"ZŠ s VJM - Turňa n.B., Školská ",192.0
5724,Turňa nad Bodvou,"EP - SOŠ - Turňa n.B., Župná c.",
5725,Turňa nad Bodvou,"EP - MŠ - Turňa n.B., Župná c.",
5726,Turnianska Nová Ves,Materská škola s VJM - Turnianska N.V.,13.0
5727,Turová,Materská škola - Turová,18.0
5728,Turzovka,"ZŠ - Turzovka, Bukovina",560.0
5729,Turzovka,"EP pri MŠ - Turzovka, Bukovina",
5730,Turzovka,"PrŠ pri SŠ - Turzovka, Jašíkova",8.0
5731,Turzovka,"ZŠ s MŠ pri SŠ sv.Jozef - Turzovka, Jašíkova",37.0
5732,Turzovka,"Gym. - Turzovka, Ľ.Štúra",128.0
5733,Turzovka,"Špec. ZŠ - Turzovka, Stred",16.0
5734,Turzovka,"Materská škola - Turzovka, Stred",183.0
5735,Tušická Nová Ves,ZŠ s MŠ - Tušická N.V.,144.0
5736,Tušická Nová Ves,EP - ZŠsMŠ (MŠ) - Tušická N.V.,34.0
5737,Tužina,ZŠ - Tužina,28.0
5738,Tužina,Materská škola - Tužina,33.0
5739,Tvarožná,Materská škola - Tvarožná,32.0
5740,Tvarožná,ZŠ - Tvarožná,22.0
5741,Tvarožná,Materská škola - Tvarožná,32.0
5742,Tvarožná,ZŠ - Tvarožná,22.0
5743,Tvrdošín,"SOŠ lesnícka - Tvrdošín, Medvedzie",196.0
5744,Tvrdošín,"Materská škola - Tvrdošín, Medvedzie",220.0
5745,Tvrdošín,"ZŠ - Tvrdošín, Medvedzie",516.0
5746,Tvrdošín,"OA pri SŠ - Tvrdošín, Medvedzie I.",
5747,Tvrdošín,"Materská škola - Tvrdošín, Oravské nábrežie",84.0
5748,Tvrdošín,"SPŠ pri SŠ - Tvrdošín, Sídl.Medvedzie I.",
5749,Tvrdošín,"Cirk. ZŠ Š. Šmálika - Tvrdošín, Školská",302.0
5750,Tvrdošín,"Gym. - Tvrdošín, Školská",187.0
5751,Tvrdošín,"Súkr. MŠ Slniečko - Tvrdošín, Školská",55.0
5752,Tvrdošovce,"Materská škola - Tvrdošovce, Hlboká",84.0
5753,Tvrdošovce,"ZŠ J.A.Komenského - Tvrdošovce, Nová c.",272.0
5754,Tvrdošovce,"ZŠ K.Szemerényiho s VJM - Tvrdošovce, Nová c.",147.0
5755,Tvrdošovce,"MŠ s VJM - Óvoda - Tvrdošovce, Nám.sv.Štefana",22.0
5756,Tvrdošovce,"Materská škola - Tvrdošovce, Nám.sv.Štefana",42.0
5757,Ubľa,ZŠ s MŠ - Ubľa,74.0
5758,Ubľa,EP - ZŠ s MŠ (MŠ) - Ubľa,21.0
5759,Úbrež,ZŠ s MŠ - Úbrež,183.0
5760,Úbrež,EP - ZŠsMŠ (MŠ) - Úbrež,21.0
5761,Úbrež,EP - Súkr. SOŠ DSA - Úbrež,
5762,Udavské,Materská škola pri ZŠ - Udavské,40.0
5763,Udavské,ZŠ s MŠ - Udavské,117.0
5764,Udiča,Materská škola pri ZŠ - Udiča,58.0
5765,Udiča,ZŠ s MŠ - Udiča,162.0
5766,Údol,Materská škola - Údol,13.0
5767,Uhorské,Materská škola pri ZŠ - Uhorské,15.0
5768,Uhorské,ZŠ s MŠ - Uhorské,11.0
5769,Uhrovec,"Materská škola pri ZŠ - Uhrovec, SNP",33.0
5770,Uhrovec,"ZŠ s MŠ - Uhrovec, SNP",203.0
5771,Úľany nad Žitavou,"ZŠ s MŠ - Úľany n.Ž., Hlavná",71.0
5772,Úľany nad Žitavou,"EP Materská šk. pri ZŠ - Úľany n.Ž., Komenského",46.0
5773,Ulič,ZŠ s MŠ - Ulič,104.0
5774,Ulič,EP- ZŠ s MŠ (MŠ) - Ulič,27.0
5775,Unín,Materská škola pri ZŠ - Unín,40.0
5776,Unín,ZŠ s MŠ - Unín,123.0
5777,Urmince,Materská škola pri ZŠ - Urmince,45.0
5778,Urmince,ZŠ s MŠ - Urmince,193.0
5779,Utekáč,Materská škola pri ZŠ - Utekáč,15.0
5780,Utekáč,ZŠ s MŠ - Utekáč,78.0
5781,Uzovce,Materská škola - Uzovce,24.0
5782,Uzovce,ZŠ - Uzovce,13.0
5783,Uzovská Panica,ZŠ s VJM - Uzovská Panica,57.0
5784,Uzovská Panica,Materská škola s VJM - Uzovská Panica,17.0
5785,Uzovské Pekľany,Materská škola - Uzovské Pekľany,24.0
5786,Uzovské Pekľany,ZŠ - Uzovské Pekľany,59.0
5787,Uzovský Šalgov,Materská škola - Uzovský Šalgov,20.0
5788,Uzovský Šalgov,ZŠ - Uzovský Šalgov,22.0
5789,Vaďovce,Materská škola - Vaďovce,22.0
5790,Vaďovce,ZŠ - Vaďovce,14.0
5791,Váhovce,"ZŠ s VJM - Váhovce, Hlavná",45.0
5792,Váhovce,"ZŠ - Váhovce, Hlavná",25.0
5793,Váhovce,Materská škola - Váhovce,60.0
5794,Vajkovce,Materská škola - Vajkovce,30.0
5795,Valaliky,"ZŠ - Valaliky, Hlavná",498.0
5796,Valaliky,"Materská škola - Valaliky, Poľná",156.0
5797,Valaliky,"EP - Materská škola - Valaliky, Hlavná",
5798,Valaliky,"Súkr. MŠ - Valaliky, Hlavná",12.0
5799,Valaská,"ZŠ J. S. - Valaská, Októbrová",380.0
5800,Valaská,"Prakt.škola internátna - Valaská, Švermova",17.0
5801,Valaská,"Špec. ZŠ i. - Valaská, Švermova",62.0
5802,Valaská,"OU int. - Valaská, Švermova",57.0
5803,Valaská,"Materská škola - Valaská, Švermova",111.0
5804,Valaská,"EP - MŠ - Valaská, Nám.1.mája",
5805,Valaská Belá,ZŠ s MŠ - Valaská Belá,162.0
5806,Valaská Belá,EP ako súčasť ZŠ s MŠ - Valaská Belá,44.0
5807,Valaská Dubová,ZŠ s MŠ - Valaská Dubová,
5808,Valaská Dubová,Materská škola pri ZŠ - Valaská Dubová,31.0
5809,Valča,Materská škola - Valča,54.0
5810,Valča,ZŠ - Valča,62.0
5811,Valice,Materská škola s VJM - Valice,16.0
5812,Valkovce,Materská škola - Valkovce,10.0
5813,Vaľkovňa,Materská škola - Vaľkovňa,14.0
5814,Vaniškovce,Materská škola - Vaniškovce,27.0
5815,Varhaňovce,Materská škola - Varhaňovce,67.0
5816,Varhaňovce,ZŠ - Varhaňovce,106.0
5817,Varhaňovce,EP - SOŠ - Varhaňovce,
5818,Varhaňovce,EP - SSOŠ - Varhaňovce,
5819,Varín,"EP pri ZŠ s MŠ-MŠ - Varín, A.Bernoláka",124.0
5820,Varín,"ZŠ s MŠ - Varín, M.R.Štefánika",473.0
5821,Vasiľov,Materská škola pri ZŠ - Vasiľov,32.0
5822,Vasiľov,ZŠ s MŠ - Vasiľov,40.0
5823,Vavrečka,EP pri ZŠ s MŠ-MŠ - Vavrečka,80.0
5824,Vavrečka,ZŠ s MŠ - Vavrečka,86.0
5825,Vavrečka,Súkr. MŠ Lienka - Vavrečka,41.0
5826,Vavrišovo,Materská škola - Vavrišovo,10.0
5827,Važec,"Materská škola pri ZŠ - Važec, Školská",59.0
5828,Važec,"ZŠ s MŠ - Važec, Školská",200.0
5829,Včelince,Materská škola s VJM - Včelince,20.0
5830,Včelince,ZŠ s VJM - Včelince,19.0
5831,Vechec,"ZŠ - Vechec, Školská",264.0
5832,Vechec,"Materská škola - Vechec, Školská",32.0
5833,Veľaty,"ZŠ - Veľaty, Staničná ",16.0
5834,Veľaty,"Materská škola - Veľaty, Športová",21.0
5835,Veľaty,"EP - Cirk. SOŠ - Veľaty, Staničná",
5836,Velčice,Materská škola - Velčice,20.0
5837,Velčice,ZŠ - Velčice,22.0
5838,Velčice,Materská škola - Velčice,20.0
5839,Velčice,ZŠ - Velčice,22.0
5840,Veličná,Materská škola - Veličná,42.0
5841,Veľká Čalomija,Materská škola - Veľká Čalomija,16.0
5842,Veľká Čalomija,ZŠ internátna - Veľká Čalomija,190.0
5843,Veľká Čausa,Materská škola - Veľká Čausa,16.0
5844,Veľká Čierna,Materská škola - Veľká Čierna,24.0
5845,Veľká Dolina,Materská škola - Veľká Dolina,17.0
5846,Veľká Dolina,Materská škola - Veľká Dolina,17.0
5847,Veľká Franková,Materská škola - Veľká Franková,18.0
5848,Veľká Franková,ZŠ - Veľká Franková,22.0
5849,Veľká Hradná,ZŠ s MŠ - Veľká Hradná,26.0
5850,Veľká Hradná,MŠ ako súčasť ZŠ - Veľká Hradná,24.0
5851,Veľká Ida,ZŠ - Veľká Ida,642.0
5852,Veľká Ida,Materská škola - Veľká Ida,41.0
5853,Veľká Ida,"EP - SOŠ technickej - Veľká Ida, Hlavná",
5854,Veľká Ida,"EP - SOŠ technickej - Veľká Ida, Parková",
5855,Veľká Lehota,Materská škola pri ZŠ - Veľká Lehota,19.0
5856,Veľká Lehota,ZŠ s MŠ - Veľká Lehota,78.0
5857,Veľká Lehota,Materská škola pri ZŠ - Veľká Lehota,19.0
5858,Veľká Lehota,ZŠ s MŠ - Veľká Lehota,78.0
5859,Veľká Lesná,MŠ pri ZŠ sv. J. K. - Veľká Lesná,20.0
5860,Veľká Lesná,ZŠ s MŠ sv.J.Krstiteľa - Veľká Lesná,20.0
5861,Veľká Lomnica,"ZŠ s MŠ - Veľká Lomnica, Školská",727.0
5862,Veľká Lomnica,"EP - ZŠ s MŠ (MŠ) - Veľká Lomnica, Železničná",136.0
5863,Veľká Lomnica,"SŠ - ŠZŠ - Veľká Lomnica, Železničná",98.0
5864,Veľká Lomnica,"SŠ - OU - Veľká Lomnica, Železničná",36.0
5865,Veľká Lúka,"Materská škola - Veľká Lúka, Medzinár.dňa detí",36.0
5866,Veľká Mača,"ZŠ - V.Mača, Hlavná",21.0
5867,Veľká Mača,"MŠ ako súčasť ZŠ - V.Mača, Školský objekt",68.0
5868,Veľká Mača,"ZŠ s MŠ s VJM - V.Mača, Školský objekt",115.0
5869,Veľká nad Ipľom,Materská škola - Veľká nad Ipľom,33.0
5870,Veľká nad Ipľom,ZŠ - Veľká nad Ipľom,44.0
5871,Veľká Paka,Materská škola - Veľká Paka,33.0
5872,Veľká Paka,ZŠ - Veľká Paka,57.0
5873,Veľká Ves nad Ipľom,Materská škola s VJM - Veľká Ves nad Ipľom,9.0
5874,Veľké Bierovce,Materská škola - V.Bierovce,33.0
5875,Veľké Blahovo,ZŠ s VJM - V.Blahovo,21.0
5876,Veľké Blahovo,Materská škola s VJM - V.Blahovo,32.0
5877,Veľké Dravce,"ZŠ - V.Dravce, Školská",9.0
5878,Veľké Dravce,ZŠ s VJM - V.Dravce,80.0
5879,Veľké Dravce,"Materská škola s VJM - V.Dravce, Školská",20.0
5880,Veľké Držkovce,Materská škola - V.Držkovce,15.0
5881,Veľké Dvorany,Materská škola - V.Dvorany,20.0
5882,Veľké Dvorníky,"Materská škola s VJM - V.Dvorníky, Hlavná",28.0
5883,Veľké Hoste,Materská škola - V.Hoste,21.0
5884,Veľké Chyndice,Materská škola - V.Chyndice,22.0
5885,Veľké Kapušany,"SŠ - ŠZŠsMŠ - V.Kapušany, J.Dózsu",172.0
5886,Veľké Kapušany,"SOŠ - V.Kapušany, Janka Kráľa",157.0
5887,Veľké Kapušany,"Materská škola - V.Kapušany, Síd.P.O.Hviezdoslava",143.0
5888,Veľké Kapušany,"ZŠ POH - V.Kapušany, Síd.P.O.Hviezdoslava",457.0
5889,Veľké Kapušany,"Materská škola s VJM - V.Kapušany, L.N.Tolstého",73.0
5890,Veľké Kapušany,"ZŠ s VJM J.Erdélyiho - V.Kapušany, Fábryho",432.0
5891,Veľké Kapušany,"Gym. - V.Kapušany, Zoltána Fábryho",141.0
5892,Veľké Kapušany,"SŠ - OU - V.Kapušany, J.Dózsu",49.0
5893,Veľké Kapušany,"SŠ - PŠ - V.Kapušany, J.Dózsu",15.0
5894,Veľké Kosihy,"MŠ s VJM - Óvoda - V.Kosihy, Hlavná",16.0
5895,Veľké Kosihy,"ZŠ s VJM - V.Kosihy, Hlavná",14.0
5896,Veľké Kostoľany,"Materská škola - V.Kostoľany, Jilemnického",84.0
5897,Veľké Kostoľany,"ZŠ - V.Kostoľany, Školská",385.0
5898,Veľké Kozmálovce,Materská škola - V.Kozmálovce,17.0
5899,Veľké Kršteňany,Materská škola - V.Kršteňany,22.0
5900,Veľké Leváre,"ZŠ s MŠ - V.Leváre, Melíškova",265.0
5901,Veľké Leváre,"Materská škola pri ZŠ - V.Leváre, Melíškova",100.0
5902,Veľké Leváre,Odbor. učilište pri RC - V.Leváre,44.0
5903,Veľké Lovce,ZŠ s MŠ - V.Lovce,141.0
5904,Veľké Lovce,Materská škola pri ZŠ - V.Lovce,34.0
5905,Veľké Ludince,ZŠ s MŠ - V.Ludince,102.0
5906,Veľké Ludince,Materská škola pri ZŠ - V.Ludince,23.0
5907,Veľké Orvište,"Materská škola - V.Orvište, Školská",21.0
5908,Veľké Orvište,"ZŠ - V.Orvište, Školská",17.0
5909,Veľké Ozorovce,"Materská škola - V.Ozorovce, Hlavná",31.0
5910,Veľké Pole,Materská škola - V.Pole,14.0
5911,Veľké Raškovce,Materská škola - V.Raškovce,5.0
5912,Veľké Revištia,ZŠ - V.Revištia,33.0
5913,Veľké Revištia,Materská škola - V.Revištia,18.0
5914,Veľké Ripňany,"EP Mater. škola pri ZŠ - V.Ripňany, Školská",54.0
5915,Veľké Ripňany,"ZŠ s MŠ - V.Ripňany, Školská",260.0
5916,Veľké Rovné,"EP pri ZŠ s MŠ-MŠ - V.Rovné, Ivor",
5917,Veľké Rovné,Materská škola pri ZŠ - V.Rovné,60.0
5918,Veľké Rovné,ZŠ s MŠ - V.Rovné,253.0
5919,Veľké Slemence,ZŠ s VJM - V.Slemence,178.0
5920,Veľké Slemence,"Cirk. MŠ sv. Efréma - V.Slemence, Hlavná",16.0
5921,Veľké Teriakovce,Materská škola - V.Teriakovce,22.0
5922,Veľké Trakany,"Materská škola - V.Trakany, Kostolná",33.0
5923,Veľké Trakany,"ZŠ s VJM - V.Trakany, Školská",167.0
5924,Veľké Turovce,MŠ s VJM - Óvoda - V.Turovce,19.0
5925,Veľké Uherce,ZŠ - V.Uherce,220.0
5926,Veľké Uherce,Materská škola - V.Uherce,54.0
5927,Veľké Úľany,"Materská škola - V.Úľany, Š.Majora",77.0
5928,Veľké Úľany,"ZŠ - V.Úľany, Š.Majora",353.0
5929,Veľké Úľany,"Materská škola s VJM - V.Úľany, Š.Majora",59.0
5930,Veľké Úľany,"ZŠ s VJM - V.Úľany, Š.Majora",111.0
5931,Veľké Vozokany,Materská škola - V.Vozokany,16.0
5932,Veľké Zálužie,"Materská škola - V.Zálužie, Podvinohrady",167.0
5933,Veľké Zálužie,"ZŠ - V.Zálužie, Školská",352.0
5934,Veľké Zlievce,"ZŠ - V.Zlievce, Krtíšska",17.0
5935,Veľký Biel,"Materská škola - Veľký Biel, Senecká",85.0
5936,Veľký Biel,"ZŠ - Veľký Biel, Školská",258.0
5937,Veľký Blh,"Materská škola - Veľký Blh, Kúpeľná",30.0
5938,Veľký Blh,"ZŠ s VJM - Veľký Blh, Kúpeľná",46.0
5939,Veľký Cetín,"Materská škola - Veľký Cetín, Hlavná",29.0
5940,Veľký Cetín,"ZŠ  - Veľký Cetín, Hlavná",60.0
5941,Veľký Ďur,"Materská škola - Veľký Ďur, Hlavná",45.0
5942,Veľký Ďur,"ZŠ - Veľký Ďur, Mochovská",87.0
5943,Veľký Folkmar,EP - ZŠsMŠ (MŠ) - Veľký Folkmar,18.0
5944,Veľký Folkmar,ZŠ s MŠ - Veľký Folkmar,93.0
5945,Veľký Grob,ZŠ s MŠ - Veľký Grob,53.0
5946,Veľký Grob,EP ako súčasť ZŠ s MŠ - Veľký Grob,42.0
5947,Veľký Horeš,"ZŠ - Veľký Horeš, Školská",91.0
5948,Veľký Horeš,"Materská škola s VJM - Veľký Horeš, Školská",19.0
5949,Veľký Kamenec,Materská škola - Veľký Kamenec,9.0
5950,Veľký Kamenec,"ZŠ s VJM - Veľký Kamenec, Hlavná",8.0
5951,Veľký Klíž,ZŠ - Veľký Klíž,23.0
5952,Veľký Klíž,Materská škola - Veľký Klíž,24.0
5953,Veľký Krtíš,"EP - MŠ - Veľký Krtíš, Červenej armády",
5954,Veľký Krtíš,"ZŠ - Veľký Krtíš, J.A.Komenského",386.0
5955,Veľký Krtíš,"ZŠ - Veľký Krtíš, Nám.A.H.Škultétyho",607.0
5956,Veľký Krtíš,"EP - MŠ - Veľký Krtíš, P.O.Hviezdoslava",
5957,Veľký Krtíš,"ZŠ - Veľký Krtíš, Poľná",247.0
5958,Veľký Krtíš,"SOŠ - Veľký Krtíš, Poľná",198.0
5959,Veľký Krtíš,"Materská škola - Veľký Krtíš, Poľná",277.0
5960,Veľký Krtíš,"Gym. A.H.Š. - Veľký Krtíš, Školská",254.0
5961,Veľký Krtíš,"EP - MŠ - Veľký Krtíš, Š.Tučeka",
5962,Veľký Krtíš,"EP - MŠ - Veľký Krtíš, SNP",
5963,Veľký Krtíš,"Špec.ZŠ - Veľký Krtíš, Za parkom",80.0
5964,Veľký Kýr,"Materská škola pri ZŠ - Veľký Kýr, Školská",70.0
5965,Veľký Kýr,"ZŠ s MŠ  - Veľký Kýr, Školská",194.0
5966,Veľký Lapáš,ZŠ - Veľký Lapáš,182.0
5967,Veľký Lipník,EP - ZŠ s MŠ (MŠ) - Veľký Lipník,22.0
5968,Veľký Lipník,ZŠ s MŠ - Veľký Lipník,128.0
5969,Veľký Meder,"OA - Veľký Meder, Bratislavská",222.0
5970,Veľký Meder,"ZŠ s VJM - Veľký Meder, Bratislavská",541.0
5971,Veľký Meder,"Materská škola - Veľký Meder, Nám.Bélu Bartóka",86.0
5972,Veľký Meder,"ZŠ - Veľký Meder, Nám.Bélu Bartóka",237.0
5973,Veľký Meder,"Materská škola s VJM - Veľký Meder, Železničná",139.0
5974,Veľký Meder,"EP ako súčasť súkr. SOŠ - Veľký Meder, Sídl.M.Corvina",
5975,Veľký Meder,"Kat. MŠ sv. Matky Terez - Veľký Meder, Sv.Štefana",28.0
5976,Veľký Slavkov,"Materská škola pri ZŠ - Veľký Slavkov, Školská",35.0
5977,Veľký Slavkov,"ZŠ s MŠ - Veľký Slavkov, Školská",163.0
5978,Veľký Slivník,Materská škola - Veľký Slivník,20.0
5979,Veľký Šariš,"Materská škola - Veľký Šariš, A.Sládkoviča",158.0
5980,Veľký Šariš,"ZŠ - Veľký Šariš, Školská",475.0
5981,Veľký Šariš,"EP - ZŠ - Veľký Šariš, Nám.sv.Jakuba",
5982,Veľký Šariš,"EP - ZŠ - Veľký Šariš, Korpašská",
5983,Veľký Šariš,"Cirk. materská škola - Veľký Šariš, Nám.sv.Jakuba",22.0
5984,Veľopolie,Materská škola - Veľopolie,7.0
5985,Vernár,"Materská škola - Vernár, Hlavná",15.0
5986,Veselé,Materská škola - Veselé,39.0
5987,Veselé,ZŠ - Veselé,34.0
5988,Veterná Poruba,Materská škola - Veterná Poruba,17.0
5989,Vidiná,"Materská škola - Vidiná, Riečna",36.0
5990,Vieska,"Materská škola s VJM - Vieska, Hlavná",13.0
5991,Vieska,"Materská škola s VJM - Vieska, Hlavná",13.0
5992,Vieska,"Materská škola s VJM - Vieska, Hlavná",13.0
5993,Vieska,"Materská škola s VJM - Vieska, Hlavná",13.0
5994,Vieska,"Materská škola s VJM - Vieska, Hlavná",13.0
5995,Vieska,"Materská škola s VJM - Vieska, Hlavná",13.0
5996,Vieska nad Žitavou,Materská škola - Vieska n.Ž.,16.0
5997,Vígľaš,ZŠ J. D. - Vígľaš,176.0
5998,Vígľaš,"Materská škola - Vígľaš, Zvolenská",34.0
5999,Vikartovce,"ZŠ s MŠ - Vikartovce, Školská",243.0
6000,Vikartovce,"Materská škola pri ZŠ - Vikartovce, Školská",46.0
6001,Vikartovce,"EP - ZŠ s MŠ (ZŠ) - Vikartovce, Školská 127/21A",
6002,Vinica,"Materská škola s VJM - Vinica, Pivničná",46.0
6003,Vinica,"ZŠ s VJM - Vinica, Školská",107.0
6004,Viničky,"Materská škola - Viničky, Tokajská",17.0
6005,Viničky,"EP - SOŠ poľnoh. a služ - Viničky, Hlavná",
6006,Viničné,"EP-MŠ pri ZŠ - Viničné, Hlavná",119.0
6007,Viničné,"ZŠ s MŠ - Viničné, Hlavná",243.0
6008,Vinné,Materská škola pri ZŠ - Vinné,60.0
6009,Vinné,ZŠ s MŠ - Vinné,200.0
6010,Vinodol,Materská škola - Vinodol,49.0
6011,Vinodol,"ZŠ - Vinodol, Školská",148.0
6012,Vinodol,"EP Spoj. šk. int. - Vinodol, Hlavná",
6013,Vinohrady nad Váhom,"Materská škola - Vinohrady n.V., Nová",48.0
6014,Vinohrady nad Váhom,ZŠ - Vinohrady n.V.,112.0
6015,Vinosady,"ZŠ - Vinosady, Školská",37.0
6016,Vinosady,"Materská škola - Vinosady, Školská",67.0
6017,Virt,MŠ s VJM - Óvoda - Virt,11.0
6018,Vislanka,Materská škola - Vislanka,14.0
6019,Visolaje,MŠ súčasť ZŠ - Visolaje,40.0
6020,Visolaje,ZŠ s MŠ - Visolaje,29.0
6021,Višňové,ZŠ s MŠ - Višňové,231.0
6022,Višňové,Materská škola pri ZŠ - Višňové,80.0
6023,Višňové,ZŠ s MŠ - Višňové,231.0
6024,Višňové,Materská škola pri ZŠ - Višňové,80.0
6025,Višňové,ZŠ s MŠ - Višňové,231.0
6026,Višňové,Materská škola pri ZŠ - Višňové,80.0
6027,Višňové,ZŠ s MŠ - Višňové,231.0
6028,Višňové,Materská škola pri ZŠ - Višňové,80.0
6029,Vištuk,Materská škola pri ZŠ - Vištuk,43.0
6030,Vištuk,ZŠ s MŠ - Vištuk,139.0
6031,Vitanová,"EP pri ZŠ s MŠ-MŠ - Vitanová, Školská",42.0
